,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
2015,Color,McG,211.0,123.0,368.0,114.0,Richard Sammel,933.0,30688364.0,Action,Connie Nielsen,3 Days to Kill,69355,1286,T??mas Lemarquis,0.0,cancer|estranged wife|leather dress|spy|terrorist,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211.0,English,USA,PG-13,28000000.0,194.0,6.2,2.35,10000,tt217293,192102,1.304588,0,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|TÃ³mas Lemarquis,http://www.movie-censorship.com/report.php?ID=689035,"The question is, kill or die?","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",113,Wonderland Sound and Vision|EuropaCorp|Relativity Media|3DTK|Feelgood Entertainment,2/14/2014,668,6.0,2014,25790549.42,0.0
2505,Color,Charles T. Kanganis,5.0,93.0,18.0,181.0,Dustin Nguyen,400.0,11784000.0,Action,Victor Wong,3 Ninjas Kick Back,6701,1151,Don Stark,0.0,1990s|dagger|japan|mousetrap|stick fight,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26.0,English,USA,PG,20000000.0,220.0,4.3,1.85,444,tt010901,18885,0.353898,0,Victor Wong|Max Elliott Slade|Sean Fox|J. Evan Bonifant|Caroline Junko King,,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure","During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",93,TriStar Pictures|Sheen Productions|Ben-Ami/Leeds Productions,5/6/1994,24,4.5,1994,0.0,0.0
1874,Color,David Slade,304.0,113.0,171.0,63.0,Mark Rendall,430.0,39568996.0,Horror,Danny Huston,30 Days of Night,138435,814,Megan Franich,0.0,alaska|small town|snow|vampire|winter,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,527.0,English,USA,R,32000000.0,72.0,6.6,2.35,0,tt038972,4513,1.285301,75505973,Josh Hartnett|Melissa George|Ben Foster|Danny Huston|Mark Boone Junior,http://www.30daysofnight.com/,They're Coming!,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",113,Columbia Pictures|Dark Horse Entertainment|Ghost House Pictures|HorrorFlix,10/17/2007,382,6.1,2007,31550057.48,79407259.61
2009,Color,Ruben Fleischer,220.0,83.0,181.0,459.0,Dilshad Vadsaria,731.0,37053924.0,Action,Bianca Kajlich,30 Minutes or Less,77935,1987,Fred Ward,3.0,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122.0,English,Germany,R,28000000.0,579.0,6.1,2.35,0,tt162254,62206,0.570978,40547440,Jesse Eisenberg|Danny McBride|Aziz Ansari|Bianca Kajlich|Nick Swardson,http://30minutesorless.com/,A lot can happen in 30 minutes.,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",83,Columbia Pictures,8/11/2011,337,5.5,2011,27143145.19,39306608.97
891,Color,Zack Snyder,460.0,117.0,0.0,447.0,Michael Fassbender,18000.0,210592590.0,Action,Gerard Butler,300,607235,32360,Vincent Regan,0.0,battle|epic|greece|spartan|warrior,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,2073.0,English,USA,R,65000000.0,13000.0,7.7,2.35,13000,tt041644,1271,2.191408,422610419,Gerard Butler|Lena Headey|Dominic West|David Wenham|Vincent Regan,http://300themovie.warnerbros.com,"Spartans, prepare for glory!","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",117,Virtual Studios|Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.,3/7/2007,3428,7.0,2007,68358457.87,444446100.4
887,Color,Demian Lichtenstein,113.0,125.0,11.0,867.0,Bokeem Woodbine,11000.0,15738632.0,Action,Jon Lovitz,3000 Miles to Graceland,38076,14536,Ice-T,2.0,casino|elvis impersonator|gun|heist|rascal,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,399.0,English,USA,R,42000000.0,904.0,5.9,2.35,0,tt023314,12138,0.471789,18720175,Kurt Russell|Kevin Costner|Courteney Cox|Christian Slater|Kevin Pollak,,Crime Is King.,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",125,Franchise Pictures|Warner Bros.|Morgan Creek Productions,2/23/2001,85,5.4,2001,76352263.24,23053673.05
379,Color,Noam Murro,366.0,102.0,263.0,1000.0,Sullivan Stapleton,6000.0,106369117.0,Action,Eva Green,300: Rise of an Empire,225273,10583,Peter Mensah,0.0,army|commander|female rear nudity|greek|navy,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,523.0,English,USA,R,110000000.0,1000.0,6.2,2.35,71000,tt125386,53182,2.979181,337580051,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,http://www.300themovie.com/,Seize your glory!,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",102,Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.|Nimar Studios,3/5/2014,1664,6.1,2014,101320015.6,310941963.9
1241,Color,James Mangold,295.0,122.0,446.0,600.0,Logan Lerman,23000.0,53574088.0,Adventure,Christian Bale,3:10 to Yuma,237872,33548,Gretchen Mol,1.0,outlaw|rancher|small western town|stagecoach|train,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560.0,English,USA,R,55000000.0,8000.0,7.8,2.35,0,tt038184,5176,1.150389,70016220,Russell Crowe|Christian Bale|Logan Lerman|Dallas Roberts|Peter Fonda,http://www.310toyumathefilm.com/,Time waits for one man.,"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",122,Tree Line Films|Lionsgate|Relativity Media|Yuma,9/6/2007,762,6.8,2007,57841772.04,73633858.85
2722,Color,Michael Lehmann,140.0,96.0,36.0,486.0,Vinessa Shaw,1000.0,37939782.0,Comedy,Emmanuelle Vaugier,40 Days and 40 Nights,62272,3294,Paulo Costanzo,0.0,female on male rape|lent|male rear nudity|masturbation|sex,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,207.0,English,USA,R,17000000.0,580.0,5.6,1.85,2000,tt024373,2752,0.7711640000000001,0,Josh Hartnett|Shannyn Sossamon|Adam Trese|Emmanuelle Vaugier|Barry Newman,,Easier said than done.,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",94,Miramax Films|Universal Pictures|Working Title Films,3/1/2002,168,5.3,2002,20608443.69,0.0
1415,Color,Brian Helgeland,216.0,128.0,241.0,898.0,Christopher Meloni,11000.0,95001343.0,Biography,Harrison Ford,42,66511,16911,Nicole Beharie,0.0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200.0,English,USA,PG-13,40000000.0,3000.0,7.5,2.35,28000,tt045356,109410,0.774149,95020213,Chadwick Boseman|T.R. Knight|Harrison Ford|Nicole Beharie|Christopher Meloni,,The True Story Of An American Legend,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseballâ€™s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgersâ€™ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",128,Warner Bros.,4/12/2013,648,6.8,2013,37441334.11,88942088.55
141,Color,Carl Rinsch,218.0,128.0,47.0,982.0,Cary-Hiroyuki Tagawa,18000.0,38297305.0,Action,Keanu Reeves,47 Ronin,116994,20965,Jin Akanishi,2.0,box office flop|ronin|samurai|shogun|tournament,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324.0,English,USA,PG-13,175000000.0,1000.0,6.3,2.35,35000,tt133597,64686,1.91745,150962475,Keanu Reeves|Hiroyuki Sanada|Kou Shibasaki|Tadanobu Asano|Min Tanaka,,For courage. For loyalty. For honour.,"Based on the original 1941 movie from Japan, and from ancient Japanâ€™s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",118,Mid Atlantic Films|Stuber Productions|Universal|Moving Picture Company (MPC)|H2F Entertainment,12/6/2013,940,5.8,2013,163805836.7,141305911.6
3159,Color,Renny Harlin,74.0,113.0,212.0,18.0,Kenneth Cranham,567.0,17149.0,Action,Richard Coyle,5 Days of War,12128,708,Ana Imnadze,9.0,cameraman|epic battle|journalist|south ossetia|street shootout,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,61.0,English,Georgia,R,20000000.0,111.0,5.6,2.35,0,tt148619,50601,0.539108,17479,Rupert Friend|Val Kilmer|Andy GarcÃ­a|Dean Cain|Emmanuelle Chriqui,,Their only weapon is the truth.,"Inspired by the real events of the swift--but devastating--five-day war between Russia and Georgia in 2008, 5 Days of War centers around an American journalist (Rupert Friend) and his cameraman (Richard Coyle) caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia (Emmanuelle Chriqui), a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",113,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media,4/14/2011,29,5.9,2011,19387960.85,16944.10839
713,Color,Peter Segal,147.0,99.0,88.0,328.0,Peter Dante,11000.0,120776832.0,Comedy,Adam Sandler,50 First Dates,266103,12952,Allen Covert,2.0,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,456.0,English,USA,PG-13,75000000.0,427.0,6.8,2.35,11000,tt034366,1824,2.668692,196482882,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus,,Imagine having to win over the girl of your dreams... every friggin' day.,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over againâ€¦and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",99,Columbia Pictures Corporation|Happy Madison Productions|Anonymous Content|Flower Films (II),2/13/2004,1235,6.5,2004,86583404.99,226828759.3
3447,Color,Jonathan Levine,327.0,100.0,129.0,3000.0,Anna Kendrick,23000.0,34963967.0,Comedy,Joseph Gordon-Levitt,50/50,270441,39807,Bryce Dallas Howard,2.0,best friend|cancer|survival rate|therapist|vomiting,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,378.0,English,USA,R,8000000.0,10000.0,7.7,1.85,40000,tt130698,40807,1.531633,39187783,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,http://www.50-50themovie.com/,It takes a pair to beat the odds.,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",100,Summit Entertainment|Mandate Pictures,9/30/2011,773,6.8,2011,7755184.341,37988560.13
3044,Color,Mark Christopher,63.0,121.0,15.0,812.0,Ellen Albertini Dow,4000.0,16574731.0,Drama,Salma Hayek,54,27675,6910,Sela Ward,4.0,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181.0,English,USA,R,13000000.0,957.0,5.8,1.85,0,tt012057,3682,0.616116,16757163,Ryan Phillippe|Salma Hayek|Mike Myers|Neve Campbell|Sherry Stringfield,,You've never been anywhere until you've been here.,Famous '70s NYC nightclub seen and told through the eyes of a young employee.,93,Redeemable Features|FilmColony|Miramax|Dollface,8/28/1998,71,5.5,1998,17390041.1,22415981.02
2736,Color,Nicholas Ray,15.0,154.0,117.0,86.0,David Niven,715.0,,Action,Ava Gardner,55 Days at Peking,4550,1567,John Ireland,3.0,ambassador|boxer rebellion|china|colonialism|peking china,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50.0,English,USA,Unrated,9000000.0,490.0,6.8,2.2,419,tt005680,27759,0.207161,10000000,Charlton Heston|Ava Gardner|David Niven|Burt Kwouk|Flora Robson,,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",154,Allied Artists Pictures|Samuel Bronston Productions,5/6/1963,18,5.6,1963,121043049.3,71201793.72
1383,Color,Curtis Hanson,119.0,110.0,161.0,196.0,Omar Benson Miller,1000.0,116724075.0,Drama,Mekhi Phifer,8 Mile,187181,1954,Evan Jones,0.0,competition|contest|friend|self expression|white rapper,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,564.0,English,USA,R,41000000.0,418.0,7.0,2.35,0,tt029820,65,1.558805,215000000,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,http://movies.uip.de/8mile/,Every moment is another chance.,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With future and the three one third all he has to do is not choke.",110,Imagine Entertainment|Mikona Productions GmbH & Co. KG,11/8/2002,944,6.7,2002,49702717.14,260636199.6
1923,Color,Jon Avnet,158.0,108.0,50.0,494.0,Alicia Witt,14000.0,16930884.0,Crime,Al Pacino,88 Minutes,65628,16722,Deborah Kara Unger,1.0,death|fbi|forensics|murder|serial killer,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,262.0,English,USA,R,30000000.0,975.0,5.9,2.35,0,tt041106,3489,1.210966,16930884,Al Pacino|Alicia Witt|Leelee Sobieski|Amy Brenneman|William Forsythe,,He has 88 minutes to solve a murder. His own.,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",108,TriStar Pictures|Nu Image Entertainment|Brightlight Pictures,2/14/2007,164,5.6,2007,31550057.48,17805678.78
